Method,indicator code,Average degree,Network diameter,Average path length,country
NVG,SP.POP.0014.TO.ZS,15.096774193548388,3.0,1.5462365591397849,ARG
NVG,SP.POP.1564.TO.ZS,7.741935483870968,7.0,3.4494623655913976,ARG
NVG,EN.URB.LCTY.UR.ZS,16.387096774193548,3.0,1.8408602150537634,ARG
NVG,EN.POP.DNST,10.580645161290322,8.0,2.5161290322580645,ARG
NVG,SP.URB.TOTL,10.516129032258064,8.0,2.520430107526882,ARG
NVG,EN.URB.MCTY.TL.ZS.1,16.0,3.0,1.853763440860215,ARG
NVG,BN.CAB.XOKA.CD,6.258064516129032,5.0,2.503225806451613,ARG
NVG,BN.TRF.CURR.CD,7.67741935483871,5.0,2.120430107526882,ARG
NVG,BN.TRF.KOGT.CD,6.32258064516129,3.0,2.0365591397849463,ARG
NVG,NE.EXP.GNFS.ZS.1,6.580645161290323,4.0,2.1483870967741936,ARG
NVG,NY.EXP.CAPM.KN,7.354838709677419,4.0,2.3591397849462368,ARG
NVG,NE.EXP.GNFS.KD.ZG,5.741935483870968,4.0,2.3655913978494625,ARG
NVG,NE.IMP.GNFS.ZS.1,4.32258064516129,9.0,3.724731182795699,ARG
NVG,NE.IMP.GNFS.KD.ZG,4.774193548387097,5.0,2.6881720430107525,ARG
NVG,FI.RES.TOTL.CD,5.548387096774194,5.0,2.6795698924731184,ARG
NVG,NV.IND.TOTL.ZS,8.193548387096774,4.0,2.0365591397849463,ARG
NVG,NV.MNF.TECH.ZS.UN,6.064516129032258,6.0,2.5268817204301075,ARG
NVG,NV.AGR.TOTL.ZS,6.32258064516129,4.0,2.50752688172043,ARG
NVG,BM.GSR.ROYL.CD,9.096774193548388,7.0,2.3483870967741933,ARG
NVG,TX.VAL.FUEL.ZS.UN,4.903225806451613,7.0,3.3526881720430106,ARG
NVG,TX.VAL.MMTL.ZS.UN,5.032258064516129,4.0,2.3204301075268816,ARG
NVG,NY.GDP.TOTL.RT.ZS.1,6.32258064516129,4.0,2.4193548387096775,ARG
NVG,BX.KLT.DINV.CD.WD.1,5.806451612903226,4.0,2.1462365591397847,ARG
NVG,SL.TLF.CACT.MA.ZS,4.645161290322581,8.0,3.296774193548387,ARG
NVG,SP.POP.DPND,15.612903225806452,4.0,1.5956989247311828,ARG
NVG,SH.IMM.IDPT,4.451612903225806,9.0,3.458064516129032,ARG
NVG,SH.IMM.MEAS,4.258064516129032,7.0,3.055913978494624,ARG
NVG,SP.POP.1564.TO.ZS.1,7.741935483870968,7.0,3.4494623655913976,ARG
NVG,SP.POP.1564.TO.ZS.2,7.741935483870968,7.0,3.4494623655913976,ARG
NVG,SL.TLF.TOTL.IN,5.096774193548387,6.0,2.8451612903225807,ARG
NVG,SP.POP.1564.TO,7.032258064516129,5.0,2.296774193548387,ARG
NVG,NY.GDP.MKTP.KD.ZG,4.451612903225806,6.0,2.795698924731183,AUS
NVG,GC.XPN.INTP.CN,8.96774193548387,5.0,2.141935483870968,AUS
NVG,GC.XPN.TOTL.GD.ZS,5.419354838709677,7.0,2.7204301075268815,AUS
NVG,NY.GDP.MKTP.CD,9.548387096774194,6.0,2.367741935483871,AUS
NVG,NY.GDP.PCAP.CD,8.387096774193548,6.0,2.4731182795698925,AUS
NVG,NY.GDP.PCAP.PP.CD,10.96774193548387,4.0,2.1118279569892473,AUS
NVG,NY.GNS.ICTR.ZS,5.612903225806452,6.0,2.552688172043011,AUS
NVG,NY.GDP.DEFL.KD.ZG,5.67741935483871,5.0,2.3698924731182798,AUS
NVG,GC.XPN.INTP.ZS,9.290322580645162,4.0,1.9935483870967743,AUS
NVG,SL.UEM.TOTL.ZS,8.666666666666666,4.0,1.9609195402298851,AUS
NVG,FP.CPI.TOTL.ZG,5.096774193548387,5.0,2.531182795698925,AUS
NVG,BX.KLT.DINV.CD.WD,4.838709677419355,5.0,2.460215053763441,AUS
NVG,FR.INR.LEND,8.774193548387096,4.0,2.0301075268817206,AUS
NVG,FM.LBL.BMNY.GD.ZS,7.612903225806452,3.0,1.8946236559139784,AUS
NVG,CM.MKT.LCAP.GD.ZS,5.032258064516129,5.0,2.7333333333333334,AUS
NVG,FS.AST.PRVT.GD.ZS,8.32258064516129,5.0,2.1806451612903226,AUS
NVG,CM.MKT.TRAD.GD.ZS,7.548387096774194,3.0,1.789247311827957,AUS
NVG,NE.EXP.GNFS.ZS,5.096774193548387,6.0,2.541935483870968,AUS
NVG,NE.IMP.GNFS.ZS,4.580645161290323,7.0,3.2236559139784946,AUS
NVG,SL.TLF.ACTI.ZS,7.161290322580645,5.0,2.3053763440860213,AUS
NVG,EN.ATM.CO2E.PC,5.870967741935484,5.0,2.7548387096774194,AUS
NVG,EG.ELC.RNWX.ZS,13.870967741935484,3.0,1.6064516129032258,AUS
NVG,AG.PRD.FOOD.XD,4.709677419354839,5.0,2.660215053763441,AUS
NVG,AG.LND.FRST.ZS,11.290322580645162,2.0,1.6236559139784945,AUS
NVG,FS.AST.PRVT.GD.ZS.1,8.32258064516129,5.0,2.1806451612903226,AUS
NVG,TG.VAL.TOTL.GD.ZS,5.096774193548387,6.0,2.9397849462365593,AUS
NVG,GC.XPN.TOTL.GD.ZS.1,5.419354838709677,7.0,2.7204301075268815,AUS
NVG,MS.MIL.XPND.GD.ZS,7.870967741935484,5.0,2.07741935483871,AUS
NVG,GC.NFN.TOTL.GD.ZS,8.258064516129032,3.0,1.9225806451612903,AUS
NVG,GC.NLD.TOTL.GD.ZS,6.129032258064516,5.0,2.6946236559139787,AUS
NVG,GC.REV.XGRT.GD.ZS,6.129032258064516,6.0,3.086021505376344,AUS
NVG,GC.TAX.TOTL.GD.ZS,6.0,5.0,2.6903225806451614,AUS
NVG,TG.VAL.TOTL.GD.ZS.1,5.096774193548387,6.0,2.9397849462365593,AUS
NVG,NY.GDP.TOTL.RT.ZS,9.03225806451613,5.0,2.1483870967741936,AUS
NVG,SP.RUR.TOTL.ZS,11.548387096774194,4.0,1.8494623655913978,AUS
NVG,SL.AGR.EMPL.MA.ZS,7.266666666666667,5.0,2.6528735632183906,AUS
NVG,SP.POP.TOTL,20.838709677419356,3.0,1.3118279569892473,AUS
NVG,SP.POP.GROW,5.67741935483871,6.0,2.595698924731183,AUS
NVG,SP.URB.TOTL.IN.ZS,17.161290322580644,3.0,1.4301075268817205,AUS
NVG,EN.URB.MCTY.TL.ZS,11.096774193548388,5.0,1.9526881720430107,AUS
NVG,EG.ELC.ACCS.ZS,1.935483870967742,30.0,10.666666666666666,AUS
NVG,SP.POP.0014.TO.ZS,15.03225806451613,4.0,1.6774193548387097,AUS
NVG,SP.POP.1564.TO.ZS,8.709677419354838,11.0,4.406451612903226,AUS
NVG,EN.URB.LCTY.UR.ZS,13.935483870967742,6.0,2.1032258064516127,AUS
NVG,EN.POP.DNST,20.70967741935484,3.0,1.3182795698924732,AUS
NVG,SP.URB.TOTL,21.806451612903224,3.0,1.2795698924731183,AUS
NVG,EN.URB.MCTY.TL.ZS.1,11.096774193548388,5.0,1.9526881720430107,AUS
NVG,BN.CAB.XOKA.CD,9.35483870967742,4.0,1.9333333333333333,AUS
NVG,BN.TRF.CURR.CD,5.806451612903226,5.0,2.533333333333333,AUS
NVG,BN.TRF.KOGT.CD,6.516129032258065,4.0,2.010752688172043,AUS
NVG,NE.EXP.GNFS.ZS.1,5.096774193548387,6.0,2.541935483870968,AUS
NVG,NY.EXP.CAPM.KN,10.064516129032258,4.0,2.0150537634408603,AUS
NVG,NE.EXP.GNFS.KD.ZG,5.161290322580645,6.0,2.825806451612903,AUS
NVG,NE.IMP.GNFS.ZS.1,4.580645161290323,7.0,3.2236559139784946,AUS
NVG,NE.IMP.GNFS.KD.ZG,4.129032258064516,6.0,2.8516129032258064,AUS
NVG,FI.RES.TOTL.CD,7.032258064516129,5.0,2.1376344086021506,AUS
NVG,NV.IND.TOTL.ZS,7.741935483870968,5.0,2.1913978494623656,AUS
NVG,NV.MNF.TECH.ZS.UN,6.193548387096774,5.0,2.7118279569892474,AUS
NVG,NV.AGR.TOTL.ZS,7.806451612903226,5.0,2.053763440860215,AUS
NVG,BM.GSR.ROYL.CD,8.387096774193548,5.0,2.3634408602150536,AUS
NVG,TX.VAL.FUEL.ZS.UN,5.935483870967742,4.0,2.206451612903226,AUS
NVG,TX.VAL.MMTL.ZS.UN,8.580645161290322,5.0,2.3483870967741933,AUS
NVG,NY.GDP.TOTL.RT.ZS.1,9.03225806451613,5.0,2.1483870967741936,AUS
NVG,BX.KLT.DINV.CD.WD.1,4.838709677419355,5.0,2.460215053763441,AUS
NVG,SL.TLF.CACT.MA.ZS,7.935483870967742,5.0,2.339784946236559,AUS
NVG,SP.POP.DPND,16.193548387096776,3.0,1.5698924731182795,AUS
NVG,SH.IMM.IDPT,7.419354838709677,6.0,2.2795698924731185,AUS
NVG,SH.IMM.MEAS,4.580645161290323,7.0,2.7419354838709675,AUS
NVG,SP.POP.1564.TO.ZS.1,8.709677419354838,11.0,4.406451612903226,AUS
NVG,SP.POP.1564.TO.ZS.2,8.709677419354838,11.0,4.406451612903226,AUS
NVG,SL.TLF.TOTL.IN,11.419354838709678,4.0,1.7634408602150538,AUS
NVG,SP.POP.1564.TO,11.161290322580646,7.0,2.4193548387096775,AUS
NVG,NY.GDP.MKTP.KD.ZG,5.096774193548387,6.0,2.735483870967742,AUT
NVG,GC.XPN.INTP.CN,4.064516129032258,9.0,3.578494623655914,AUT
NVG,GC.XPN.TOTL.GD.ZS,5.741935483870968,4.0,2.3634408602150536,AUT
NVG,NY.GDP.MKTP.CD,6.129032258064516,6.0,2.524731182795699,AUT
NVG,NY.GDP.PCAP.CD,5.870967741935484,7.0,2.6666666666666665,AUT
NVG,NY.GDP.PCAP.PP.CD,9.806451612903226,4.0,1.8774193548387097,AUT
NVG,NY.GNS.ICTR.ZS,5.809523809523809,3.0,1.8857142857142857,AUT
NVG,NY.GDP.DEFL.KD.ZG,6.258064516129032,5.0,2.3096774193548386,AUT
NVG,GC.XPN.INTP.ZS,5.096774193548387,7.0,2.9741935483870967,AUT
NVG,SL.UEM.TOTL.ZS,4.903225806451613,8.0,3.0688172043010753,AUT
NVG,FP.CPI.TOTL.ZG,6.0,5.0,2.378494623655914,AUT
NVG,BX.KLT.DINV.CD.WD,4.903225806451613,4.0,2.30752688172043,AUT
NVG,FR.INR.LEND,1.6,4.0,2.0,AUT
NVG,FM.LBL.BMNY.GD.ZS,3.0,1.0,1.0,AUT
NVG,CM.MKT.LCAP.GD.ZS,7.161290322580645,5.0,2.3010752688172045,AUT
NVG,FS.AST.PRVT.GD.ZS,7.04,3.0,1.75,AUT
NVG,CM.MKT.TRAD.GD.ZS,9.03225806451613,3.0,1.7268817204301075,AUT
NVG,NE.EXP.GNFS.ZS,5.806451612903226,7.0,3.3978494623655915,AUT
NVG,NE.IMP.GNFS.ZS,5.354838709677419,7.0,3.0236559139784944,AUT
NVG,SL.TLF.ACTI.ZS,5.870967741935484,6.0,2.6344086021505375,AUT
NVG,EN.ATM.CO2E.PC,5.741935483870968,7.0,3.0580645161290323,AUT
NVG,EG.ELC.RNWX.ZS,8.838709677419354,4.0,1.8989247311827957,AUT
NVG,AG.PRD.FOOD.XD,5.67741935483871,5.0,2.531182795698925,AUT
NVG,AG.LND.FRST.ZS,9.935483870967742,6.0,2.554838709677419,AUT
NVG,FS.AST.PRVT.GD.ZS.1,7.04,3.0,1.75,AUT
NVG,TG.VAL.TOTL.GD.ZS,5.354838709677419,9.0,3.724731182795699,AUT
NVG,GC.XPN.TOTL.GD.ZS.1,5.741935483870968,4.0,2.3634408602150536,AUT
NVG,MS.MIL.XPND.GD.ZS,7.096774193548387,4.0,2.0602150537634407,AUT
NVG,GC.NFN.TOTL.GD.ZS,6.387096774193548,5.0,2.3741935483870966,AUT
NVG,GC.NLD.TOTL.GD.ZS,6.0,5.0,2.346236559139785,AUT
NVG,GC.REV.XGRT.GD.ZS,5.741935483870968,6.0,2.703225806451613,AUT
NVG,GC.TAX.TOTL.GD.ZS,5.483870967741935,7.0,2.9827956989247313,AUT
NVG,TG.VAL.TOTL.GD.ZS.1,5.354838709677419,9.0,3.724731182795699,AUT
NVG,NY.GDP.TOTL.RT.ZS,7.096774193548387,6.0,2.778494623655914,AUT
NVG,SP.RUR.TOTL.ZS,15.161290322580646,8.0,2.587096774193548,AUT
NVG,SL.AGR.EMPL.MA.ZS,7.483870967741935,2.0,1.750537634408602,AUT
NVG,SP.POP.TOTL,10.709677419354838,4.0,2.0172043010752687,AUT
NVG,SP.POP.GROW,9.03225806451613,5.0,2.227956989247312,AUT
NVG,SP.URB.TOTL.IN.ZS,16.06451612903226,2.0,1.4645161290322581,AUT
NVG,EN.URB.MCTY.TL.ZS,14.838709677419354,3.0,1.6279569892473118,AUT
NVG,EG.ELC.ACCS.ZS,1.935483870967742,30.0,10.666666666666666,AUT
NVG,SP.POP.0014.TO.ZS,11.67741935483871,6.0,2.3978494623655915,AUT
NVG,SP.POP.1564.TO.ZS,5.548387096774194,9.0,3.7333333333333334,AUT
NVG,EN.URB.LCTY.UR.ZS,12.903225806451612,7.0,2.7053763440860217,AUT
NVG,EN.POP.DNST,10.709677419354838,4.0,2.0172043010752687,AUT
NVG,SP.URB.TOTL,15.35483870967742,4.0,1.7204301075268817,AUT
NVG,EN.URB.MCTY.TL.ZS.1,14.838709677419354,3.0,1.6279569892473118,AUT
NVG,BN.CAB.XOKA.CD,4.9523809523809526,4.0,2.1476190476190475,AUT
NVG,BN.TRF.CURR.CD,6.857142857142857,5.0,1.9476190476190476,AUT
NVG,BN.TRF.KOGT.CD,4.571428571428571,5.0,2.4571428571428573,AUT
NVG,NE.EXP.GNFS.ZS.1,5.806451612903226,7.0,3.3978494623655915,AUT
NVG,NY.EXP.CAPM.KN,8.451612903225806,4.0,2.1139784946236557,AUT
NVG,NE.EXP.GNFS.KD.ZG,4.838709677419355,7.0,2.6795698924731184,AUT
NVG,NE.IMP.GNFS.ZS.1,5.354838709677419,7.0,3.0236559139784944,AUT
NVG,NE.IMP.GNFS.KD.ZG,4.580645161290323,5.0,2.445161290322581,AUT
NVG,FI.RES.TOTL.CD,7.161290322580645,5.0,2.432258064516129,AUT
NVG,NV.IND.TOTL.ZS,5.67741935483871,5.0,2.3311827956989246,AUT
NVG,NV.MNF.TECH.ZS.UN,5.354838709677419,6.0,2.8344086021505377,AUT
NVG,NV.AGR.TOTL.ZS,9.03225806451613,4.0,1.8301075268817204,AUT
NVG,BM.GSR.ROYL.CD,6.190476190476191,4.0,1.9857142857142858,AUT
NVG,TX.VAL.FUEL.ZS.UN,7.67741935483871,4.0,2.1376344086021506,AUT
NVG,TX.VAL.MMTL.ZS.UN,6.258064516129032,6.0,2.8301075268817204,AUT
NVG,NY.GDP.TOTL.RT.ZS.1,7.096774193548387,6.0,2.778494623655914,AUT
NVG,BX.KLT.DINV.CD.WD.1,4.903225806451613,4.0,2.30752688172043,AUT
NVG,SL.TLF.CACT.MA.ZS,7.225806451612903,4.0,2.275268817204301,AUT
NVG,SP.POP.DPND,17.548387096774192,6.0,2.120430107526882,AUT
NVG,SH.IMM.IDPT,6.387096774193548,4.0,2.1376344086021506,AUT
NVG,SH.IMM.MEAS,5.032258064516129,6.0,2.8838709677419354,AUT
NVG,SP.POP.1564.TO.ZS.1,5.548387096774194,9.0,3.7333333333333334,AUT
NVG,SP.POP.1564.TO.ZS.2,5.548387096774194,9.0,3.7333333333333334,AUT
NVG,SL.TLF.TOTL.IN,6.709677419354839,6.0,2.3204301075268816,AUT
NVG,SP.POP.1564.TO,8.64516129032258,6.0,2.324731182795699,AUT
NVG,NY.GDP.MKTP.KD.ZG,5.548387096774194,5.0,2.389247311827957,BGD
NVG,GC.XPN.INTP.CN,12.24,4.0,1.72,BGD
NVG,GC.XPN.TOTL.GD.ZS,6.4,3.0,1.79,BGD
NVG,NY.GDP.MKTP.CD,19.741935483870968,2.0,1.3419354838709678,BGD
NVG,NY.GDP.PCAP.CD,18.516129032258064,3.0,1.3913978494623656,BGD
NVG,NY.GDP.PCAP.PP.CD,23.29032258064516,2.0,1.2236559139784946,BGD
NVG,NY.GNS.ICTR.ZS,6.709677419354839,5.0,2.627956989247312,BGD
NVG,NY.GDP.DEFL.KD.ZG,6.580645161290323,3.0,1.9010752688172043,BGD
NVG,GC.XPN.INTP.ZS,4.88,5.0,2.743333333333333,BGD
NVG,SL.UEM.TOTL.ZS,8.387096774193548,3.0,2.07741935483871,BGD
NVG,FP.CPI.TOTL.ZG,6.0,3.0,2.2129032258064516,BGD
NVG,BX.KLT.DINV.CD.WD,7.290322580645161,5.0,2.2516129032258063,BGD
NVG,FR.INR.LEND,6.516129032258065,7.0,2.806451612903226,BGD
NVG,FM.LBL.BMNY.GD.ZS,5.483870967741935,4.0,2.5268817204301075,BGD
NVG,CM.MKT.LCAP.GD.ZS,6.193548387096774,4.0,2.0795698924731183,BGD
NVG,FS.AST.PRVT.GD.ZS,6.387096774193548,5.0,2.7440860215053764,BGD
NVG,CM.MKT.TRAD.GD.ZS,10.387096774193548,3.0,1.6623655913978495,BGD
NVG,NE.EXP.GNFS.ZS,4.774193548387097,7.0,3.195698924731183,BGD
NVG,NE.IMP.GNFS.ZS,5.225806451612903,7.0,2.9913978494623654,BGD
NVG,SL.TLF.ACTI.ZS,8.96774193548387,4.0,1.7956989247311828,BGD
NVG,EN.ATM.CO2E.PC,11.612903225806452,3.0,1.6709677419354838,BGD
NVG,EG.ELC.RNWX.ZS,3.6774193548387095,4.0,2.432258064516129,BGD
NVG,AG.PRD.FOOD.XD,6.645161290322581,4.0,2.2881720430107526,BGD
NVG,AG.LND.FRST.ZS,11.096774193548388,5.0,2.4516129032258065,BGD
NVG,FS.AST.PRVT.GD.ZS.1,6.387096774193548,5.0,2.7440860215053764,BGD
NVG,TG.VAL.TOTL.GD.ZS,5.290322580645161,7.0,2.933333333333333,BGD
NVG,GC.XPN.TOTL.GD.ZS.1,6.4,3.0,1.79,BGD
NVG,MS.MIL.XPND.GD.ZS,6.387096774193548,6.0,2.595698924731183,BGD
NVG,GC.NFN.TOTL.GD.ZS,5.333333333333333,5.0,2.238095238095238,BGD
NVG,GC.NLD.TOTL.GD.ZS,4.88,6.0,2.966666666666667,BGD
NVG,GC.REV.XGRT.GD.ZS,5.76,4.0,2.14,BGD
NVG,GC.TAX.TOTL.GD.ZS,5.52,5.0,2.4766666666666666,BGD
NVG,TG.VAL.TOTL.GD.ZS.1,5.290322580645161,7.0,2.933333333333333,BGD
NVG,NY.GDP.TOTL.RT.ZS,7.032258064516129,5.0,2.509677419354839,BGD
NVG,SP.RUR.TOTL.ZS,2.903225806451613,22.0,9.262365591397849,BGD
NVG,SL.AGR.EMPL.MA.ZS,8.516129032258064,4.0,2.0731182795698926,BGD
NVG,SP.POP.TOTL,5.483870967741935,13.0,5.574193548387097,BGD
NVG,SP.POP.GROW,10.193548387096774,5.0,2.2838709677419353,BGD
NVG,SP.URB.TOTL.IN.ZS,28.06451612903226,2.0,1.064516129032258,BGD
NVG,EN.URB.MCTY.TL.ZS,18.774193548387096,3.0,1.4172043010752688,BGD
NVG,EG.ELC.ACCS.ZS,8.451612903225806,3.0,1.8516129032258064,BGD
NVG,SP.POP.0014.TO.ZS,8.64516129032258,7.0,2.356989247311828,BGD
NVG,SP.POP.1564.TO.ZS,10.0,4.0,1.9698924731182796,BGD
NVG,EN.URB.LCTY.UR.ZS,15.290322580645162,4.0,1.9419354838709677,BGD
NVG,EN.POP.DNST,5.483870967741935,13.0,5.574193548387097,BGD
NVG,SP.URB.TOTL,29.548387096774192,2.0,1.0150537634408603,BGD
NVG,EN.URB.MCTY.TL.ZS.1,18.774193548387096,3.0,1.4172043010752688,BGD
NVG,BN.CAB.XOKA.CD,4.903225806451613,5.0,2.509677419354839,BGD
NVG,BN.TRF.CURR.CD,12.0,3.0,1.7376344086021505,BGD
NVG,BN.TRF.KOGT.CD,4.645161290322581,5.0,2.567741935483871,BGD
NVG,NE.EXP.GNFS.ZS.1,4.774193548387097,7.0,3.195698924731183,BGD
NVG,NY.EXP.CAPM.KN,7.612903225806452,5.0,2.318279569892473,BGD
NVG,NE.EXP.GNFS.KD.ZG,6.064516129032258,4.0,2.098924731182796,BGD
NVG,NE.IMP.GNFS.ZS.1,5.225806451612903,7.0,2.9913978494623654,BGD
NVG,NE.IMP.GNFS.KD.ZG,6.0,5.0,2.356989247311828,BGD
NVG,FI.RES.TOTL.CD,13.612903225806452,3.0,1.6,BGD
NVG,NV.IND.TOTL.ZS,7.483870967741935,5.0,2.2086021505376343,BGD
NVG,NV.MNF.TECH.ZS.UN,4.645161290322581,6.0,3.189247311827957,BGD
NVG,NV.AGR.TOTL.ZS,8.838709677419354,4.0,1.935483870967742,BGD
NVG,BM.GSR.ROYL.CD,6.774193548387097,5.0,2.0494623655913977,BGD
NVG,TX.VAL.FUEL.ZS.UN,7.67741935483871,5.0,2.6623655913978497,BGD
NVG,TX.VAL.MMTL.ZS.UN,7.290322580645161,4.0,1.8666666666666667,BGD
NVG,NY.GDP.TOTL.RT.ZS.1,7.032258064516129,5.0,2.509677419354839,BGD
NVG,BX.KLT.DINV.CD.WD.1,7.290322580645161,5.0,2.2516129032258063,BGD
NVG,SL.TLF.CACT.MA.ZS,6.516129032258065,8.0,2.911827956989247,BGD
NVG,SP.POP.DPND,14.580645161290322,3.0,1.5569892473118279,BGD
NVG,SH.IMM.IDPT,4.838709677419355,5.0,2.2193548387096773,BGD
NVG,SH.IMM.MEAS,4.064516129032258,11.0,3.890322580645161,BGD
NVG,SP.POP.1564.TO.ZS.1,10.0,4.0,1.9698924731182796,BGD
NVG,SP.POP.1564.TO.ZS.2,10.0,4.0,1.9698924731182796,BGD
NVG,SL.TLF.TOTL.IN,8.064516129032258,5.0,2.9698924731182794,BGD
NVG,SP.POP.1564.TO,10.387096774193548,5.0,2.681720430107527,BGD
NVG,NY.GDP.MKTP.KD.ZG,4.645161290322581,7.0,3.260215053763441,BGR
NVG,GC.XPN.INTP.CN,6.838709677419355,4.0,2.2946236559139783,BGR
NVG,GC.XPN.TOTL.GD.ZS,5.923076923076923,4.0,2.0892307692307694,BGR
NVG,NY.GDP.MKTP.CD,8.064516129032258,4.0,2.1053763440860216,BGR
NVG,NY.GDP.PCAP.CD,8.193548387096774,4.0,2.0731182795698926,BGR
NVG,NY.GDP.PCAP.PP.CD,14.0,3.0,1.5763440860215054,BGR
NVG,NY.GNS.ICTR.ZS,5.354838709677419,5.0,2.434408602150538,BGR
NVG,NY.GDP.DEFL.KD.ZG,7.548387096774194,3.0,1.8,BGR
NVG,GC.XPN.INTP.ZS,6.923076923076923,4.0,1.9846153846153847,BGR
NVG,SL.UEM.TOTL.ZS,6.838709677419355,7.0,2.6580645161290324,BGR
NVG,FP.CPI.TOTL.ZG,7.354838709677419,3.0,1.8043010752688171,BGR
NVG,BX.KLT.DINV.CD.WD,10.387096774193548,3.0,1.7268817204301075,BGR
NVG,FR.INR.LEND,8.827586206896552,3.0,1.7044334975369457,BGR
NVG,FM.LBL.BMNY.GD.ZS,7.0,4.0,2.032183908045977,BGR
NVG,CM.MKT.LCAP.GD.ZS,9.517241379310345,3.0,1.7019704433497538,BGR
NVG,FS.AST.PRVT.GD.ZS,9.03225806451613,4.0,2.1870967741935483,BGR
NVG,CM.MKT.TRAD.GD.ZS,8.32258064516129,3.0,1.767741935483871,BGR
NVG,NE.EXP.GNFS.ZS,5.612903225806452,7.0,2.763440860215054,BGR
NVG,NE.IMP.GNFS.ZS,5.67741935483871,6.0,2.7419354838709675,BGR
NVG,SL.TLF.ACTI.ZS,8.32258064516129,4.0,2.0279569892473117,BGR
NVG,EN.ATM.CO2E.PC,6.258064516129032,5.0,2.421505376344086,BGR
NVG,EG.ELC.RNWX.ZS,13.419354838709678,4.0,1.7204301075268817,BGR
NVG,AG.PRD.FOOD.XD,7.548387096774194,4.0,2.053763440860215,BGR
NVG,AG.LND.FRST.ZS,9.290322580645162,7.0,2.903225806451613,BGR
